Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen;Archivo imagen asignado
bisagra-de-35mm-codo-9-cierre-suave-clip-eco-99gr-bcs9;Bisagra de 35mm Codo 9 Cierre Suave Clip Eco 99gr;Bisagras;;;;;;;1470.00;;;;;;;BCS9;;SI;NO;Marca: Grupo Euro<br>Código: BCS9<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 9 Cierre Suave Clip Eco 99gr | Herrajes Darío;Bisagra de 35mm Codo 9 Cierre Suave Clip Eco 99gr marca Grupo Euro. Código BCS9. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1AVDJR5vKauMx_FSNpufgPpXREBzUHpqX;BCC9.jpg
bisagra-de-35mm-codo-18-cierre-suave-clip-eco-99gr-bcs18;Bisagra de 35mm Codo 18 Cierre Suave Clip Eco 99gr;Bisagras;;;;;;;1470.00;;;;;;;BCS18;;SI;NO;Marca: Grupo Euro<br>Código: BCS18<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 18 Cierre Suave Clip Eco 99gr | Herrajes Darío;Bisagra de 35mm Codo 18 Cierre Suave Clip Eco 99gr marca Grupo Euro. Código BCS18. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1gfh5YWnUrQghX3KLUJxFW4uSaBBS0okI;BCC18.jpg
bisagra-de-35mm-codo-0-cierre-suave-clip-3d-115gr-b3d0;Bisagra de 35mm Codo 0 Cierre Suave Clip 3D 115gr;Bisagras;;;;;;;2520.00;;;;;;;B3D0;;SI;NO;Marca: Grupo Euro<br>Código: B3D0<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 0 Cierre Suave Clip 3D 115gr | Herrajes Darío;Bisagra de 35mm Codo 0 Cierre Suave Clip 3D 115gr marca Grupo Euro. Código B3D0. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1AUFcZ9twanRyr4b9TvMOMAQUNK2JwgaM;B3D0-scaled.jpg
bisagra-de-35mm-codo-9-cierre-suave-clip-3d-115gr-b3d9;Bisagra de 35mm Codo 9 Cierre Suave Clip 3D 115gr;Bisagras;;;;;;;2520.00;;;;;;;B3D9;;SI;NO;Marca: Grupo Euro<br>Código: B3D9<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 9 Cierre Suave Clip 3D 115gr | Herrajes Darío;Bisagra de 35mm Codo 9 Cierre Suave Clip 3D 115gr marca Grupo Euro. Código B3D9. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1x5w2D3bsNPPxFMPOfq85CHfcn2XH6HV8;B3D9-scaled.jpg
bisagra-de-35mm-codo-18-cierre-suave-clip-3d-115gr-b3d18;Bisagra de 35mm Codo 18 Cierre Suave Clip 3D 115gr;Bisagras;;;;;;;2520.00;;;;;;;B3D18;;SI;NO;Marca: Grupo Euro<br>Código: B3D18<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 18 Cierre Suave Clip 3D 115gr | Herrajes Darío;Bisagra de 35mm Codo 18 Cierre Suave Clip 3D 115gr marca Grupo Euro. Código B3D18. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1y2EG6RAjXskdzwqyOOSi6f8jFQ-pQNG7;B3D18-scaled.jpg
bisagra-rinconera-intermedia-135-b135cc;Bisagra Rinconera intermedia 135°;Bisagras;;;;;;;1575.00;;;;;;;B135CC;;SI;NO;Marca: Grupo Euro<br>Código: B135CC<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra Rinconera intermedia 135° | Herrajes Darío;Bisagra Rinconera intermedia 135° marca Grupo Euro. Código B135CC. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=13OD4ujAGBKpka3qkEAm8lDHaxb2dK3Zl;ESQ_B3D18_03.jpg
bisagra-rinconera-175-cierre-comun-b175cc;Bisagra Rinconera 175° Cierre comun;Bisagras;;;;;;;3045.00;;;;;;;B175CC;;SI;NO;Marca: Grupo Euro<br>Código: B175CC<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra Rinconera 175° Cierre comun | Herrajes Darío;Bisagra Rinconera 175° Cierre comun marca Grupo Euro. Código B175CC. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=13OD4ujAGBKpka3qkEAm8lDHaxb2dK3Zl;ESQ_B3D18_03.jpg
bisagra-rinconera-175-cierre-suave-b175cs;Bisagra Rinconera 175° Cierre Suave;Bisagras;;;;;;;5775.00;;;;;;;B175CS;;SI;NO;Marca: Grupo Euro<br>Código: B175CS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra Rinconera 175° Cierre Suave | Herrajes Darío;Bisagra Rinconera 175° Cierre Suave marca Grupo Euro. Código B175CS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=13OD4ujAGBKpka3qkEAm8lDHaxb2dK3Zl;ESQ_B3D18_03.jpg
bisagra-pilastra-angulo-ciego-bpcc;Bisagra Pilastra ( Angulo Ciego);Bisagras;;;;;;;1102.50;;;;;;;BPCC;;SI;NO;Marca: Grupo Euro<br>Código: BPCC<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra Pilastra ( Angulo Ciego) | Herrajes Darío;Bisagra Pilastra ( Angulo Ciego) marca Grupo Euro. Código BPCC. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=10dcwZzUTKChyExtmqp7LOdrhIaAnHbkJ;BCC0.jpg
bisagra-pilastra-angulo-ciego-cierre-suave-bpcs;Bisagra Pilastra ( Angulo Ciego) Cierre Suave;Bisagras;;;;;;;2362.50;;;;;;;BPCS;;SI;NO;Marca: Grupo Euro<br>Código: BPCS<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra Pilastra ( Angulo Ciego) Cierre Suave | Herrajes Darío;Bisagra Pilastra ( Angulo Ciego) Cierre Suave marca Grupo Euro. Código BPCS. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=10dcwZzUTKChyExtmqp7LOdrhIaAnHbkJ;BCC0.jpg
bisagra-de-35mm-codo-0-bc-150-0;Bisagra de 35mm Codo 0;Bisagras;;;;;;;420.00;;;;;;;BC-150-0;;SI;NO;Marca: BRONZEN<br>Código: BC-150-0<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 0 | Herrajes Darío;Bisagra de 35mm Codo 0 marca BRONZEN. Código BC-150-0. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1PrIL50_3BMsFqhQCDU2mckRaCgSpbEd5;BisagraC0.jpg
bisagra-de-35mm-codo-9-bc-150-9;Bisagra de 35mm Codo 9;Bisagras;;;;;;;420.00;;;;;;;BC-150-9;;SI;NO;Marca: BRONZEN<br>Código: BC-150-9<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 9 | Herrajes Darío;Bisagra de 35mm Codo 9 marca BRONZEN. Código BC-150-9. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1It7ehLdzs4uOiiHWGV_TqTeY89_fOFGH;BisagraC9.jpg
bisagra-de-35mm-codo-18-bc-150-18;Bisagra de 35mm Codo 18;Bisagras;;;;;;;420.00;;;;;;;BC-150-18;;SI;NO;Marca: BRONZEN<br>Código: BC-150-18<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 18 | Herrajes Darío;Bisagra de 35mm Codo 18 marca BRONZEN. Código BC-150-18. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1dNSPB-tZbgriXjG_Jr-RgPzMMF5_50BW;BisagraC18.jpg
bisagra-de-35mm-codo-0-cierre-suave-clip-bc-155-0;Bisagra de 35mm Codo 0 Cierre Suave Clip;Bisagras;;;;;;;892.50;;;;;;;BC-155-0;;SI;NO;Marca: BRONZEN<br>Código: BC-155-0<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 0 Cierre Suave Clip | Herrajes Darío;Bisagra de 35mm Codo 0 Cierre Suave Clip marca BRONZEN. Código BC-155-0. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1CshgYSKiX5q1GqehvVaGhpGpNipvWfEZ;esqBisCs0.jpg
bisagra-de-35mm-codo-9-cierre-suave-clip-bc-155-9;Bisagra de 35mm Codo 9 Cierre Suave Clip;Bisagras;;;;;;;892.50;;;;;;;BC-155-9;;SI;NO;Marca: BRONZEN<br>Código: BC-155-9<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 9 Cierre Suave Clip | Herrajes Darío;Bisagra de 35mm Codo 9 Cierre Suave Clip marca BRONZEN. Código BC-155-9. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1vzQ5Df7RNxwfyEhlfEg6tmcz-_0Cy-on;EsqBisCs9.jpg
bisagra-de-35mm-codo-18-cierre-suave-clip-bc-155-18;Bisagra de 35mm Codo 18 Cierre Suave Clip;Bisagras;;;;;;;892.50;;;;;;;BC-155-18;;SI;NO;Marca: BRONZEN<br>Código: BC-155-18<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 18 Cierre Suave Clip | Herrajes Darío;Bisagra de 35mm Codo 18 Cierre Suave Clip marca BRONZEN. Código BC-155-18. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1ZuYxpZ7f7pZJsvZsVfTM__ALoQ2d5HKV;EsqBisCs18.jpg
bisagra-de-35mm-codo-0-cierre-suave-clip-3d-bc-160-0;Bisagra de 35mm Codo 0 Cierre Suave Clip 3D;Bisagras;;;;;;;1732.50;;;;;;;BC-160-0;;SI;NO;Marca: BRONZEN<br>Código: BC-160-0<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 0 Cierre Suave Clip 3D | Herrajes Darío;Bisagra de 35mm Codo 0 Cierre Suave Clip 3D marca BRONZEN. Código BC-160-0. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1CshgYSKiX5q1GqehvVaGhpGpNipvWfEZ;esqBisCs0.jpg
bisagra-de-35mm-codo-9-cierre-suave-clip-3d-bc-160-9;Bisagra de 35mm Codo 9 Cierre Suave Clip 3D;Bisagras;;;;;;;1732.50;;;;;;;BC-160-9;;SI;NO;Marca: BRONZEN<br>Código: BC-160-9<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 9 Cierre Suave Clip 3D | Herrajes Darío;Bisagra de 35mm Codo 9 Cierre Suave Clip 3D marca BRONZEN. Código BC-160-9. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1vzQ5Df7RNxwfyEhlfEg6tmcz-_0Cy-on;EsqBisCs9.jpg
bisagra-de-35mm-codo-0-sin-resorte-bc-151-0;Bisagra de 35mm Codo 0 Sin Resorte;Bisagras;;;;;;;735.00;;;;;;;BC-151-0;;SI;NO;Marca: BRONZEN<br>Código: BC-151-0<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 0 Sin Resorte | Herrajes Darío;Bisagra de 35mm Codo 0 Sin Resorte marca BRONZEN. Código BC-151-0. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1Qihnk3meCpIeouL5qGtYDdQ5PArL_OI9;BisagraPush0.jpg
bisagra-de-35mm-codo-9-sin-resorte-bc-151-9;Bisagra de 35mm Codo 9 Sin Resorte;Bisagras;;;;;;;735.00;;;;;;;BC-151-9;;SI;NO;Marca: BRONZEN<br>Código: BC-151-9<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 9 Sin Resorte | Herrajes Darío;Bisagra de 35mm Codo 9 Sin Resorte marca BRONZEN. Código BC-151-9. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1Qihnk3meCpIeouL5qGtYDdQ5PArL_OI9;BisagraPush0.jpg
bisagra-de-35mm-codo-18-sin-resorte-bc-151-18;Bisagra de 35mm Codo 18 Sin Resorte;Bisagras;;;;;;;735.00;;;;;;;BC-151-18;;SI;NO;Marca: BRONZEN<br>Código: BC-151-18<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra de 35mm Codo 18 Sin Resorte | Herrajes Darío;Bisagra de 35mm Codo 18 Sin Resorte marca BRONZEN. Código BC-151-18. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1i6pro5UIDrIjwSenkAnopAglCKW0hYxo;BisagraPush18.jpg
bisagra-rinconera-intermedia-135-bc-135;Bisagra Rinconera intermedia 135°;Bisagras;;;;;;;1155.00;;;;;;;BC-135;;SI;NO;Marca: BRONZEN<br>Código: BC-135<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra Rinconera intermedia 135° | Herrajes Darío;Bisagra Rinconera intermedia 135° marca BRONZEN. Código BC-135. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1JUbzmwvJtsbatFW80i-uh5SZHSKA6qBQ;BisagraIntermedia.jpg
bisagra-rinconera-175-cierre-comun-bc-165;Bisagra Rinconera 175° Cierre comun;Bisagras;;;;;;;2100.00;;;;;;;BC-165;;SI;NO;Marca: BRONZEN<br>Código: BC-165<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra Rinconera 175° Cierre comun | Herrajes Darío;Bisagra Rinconera 175° Cierre comun marca BRONZEN. Código BC-165. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1JUbzmwvJtsbatFW80i-uh5SZHSKA6qBQ;BisagraIntermedia.jpg
bisagra-rinconera-175-cierre-suave-bc-165-cs;Bisagra Rinconera 175° Cierre Suave;Bisagras;;;;;;;4095.00;;;;;;;BC-165-CS;;SI;NO;Marca: BRONZEN<br>Código: BC-165-CS<br>Producto disponible en Herrajes Darío.;BRONZEN;Bisagra Rinconera 175° Cierre Suave | Herrajes Darío;Bisagra Rinconera 175° Cierre Suave marca BRONZEN. Código BC-165-CS. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1JUbzmwvJtsbatFW80i-uh5SZHSKA6qBQ;BisagraIntermedia.jpg
bisagra-35mm-codo-0-con-base-comun-311-90-500;Bisagra 35mm Codo 0 con base comun;Bisagras;;;;;;;1050.00;;;;;;;311.90.500;;SI;NO;Marca: HAFELE<br>Código: 311.90.500<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra 35mm Codo 0 con base comun | Herrajes Darío;Bisagra 35mm Codo 0 con base comun marca HAFELE. Código 311.90.500. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1_boGRj9MUGOu8MnGItyFFR79uqzsHbnG;bisss.jpg
bisagra-35mm-codo-9-con-base-comun-311-90-501;Bisagra 35mm Codo 9 con base comun;Bisagras;;;;;;;1050.00;;;;;;;311.90.501;;SI;NO;Marca: HAFELE<br>Código: 311.90.501<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra 35mm Codo 9 con base comun | Herrajes Darío;Bisagra 35mm Codo 9 con base comun marca HAFELE. Código 311.90.501. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1_boGRj9MUGOu8MnGItyFFR79uqzsHbnG;bisss.jpg
bisagra-35mm-codo-18-con-base-comun-311-90-502;Bisagra 35mm Codo 18 con base comun;Bisagras;;;;;;;1050.00;;;;;;;311.90.502;;SI;NO;Marca: HAFELE<br>Código: 311.90.502<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra 35mm Codo 18 con base comun | Herrajes Darío;Bisagra 35mm Codo 18 con base comun marca HAFELE. Código 311.90.502. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=10_JQSzwU0U-gPI4ZFxduQWLCbw8kwByu;bis180.jpg
bisagra-35mm-codo-0-cierre-suave-clip-3d-311-04-003;Bisagra 35mm Codo 0 Cierre Suave Clip 3D;Bisagras;;;;;;;3885.00;;;;;;;311.04.003;;SI;NO;Marca: HAFELE<br>Código: 311.04.003<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra 35mm Codo 0 Cierre Suave Clip 3D | Herrajes Darío;Bisagra 35mm Codo 0 Cierre Suave Clip 3D marca HAFELE. Código 311.04.003. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1OzQ39pVQ9UnfIjH8Rex1y8uM6MD2AN_G;biscs0.jpg
bisagra-35mm-codo-9-cierre-suave-clip-3d-311-04-004;Bisagra 35mm Codo 9 Cierre Suave Clip 3D;Bisagras;;;;;;;4042.50;;;;;;;311.04.004;;SI;NO;Marca: HAFELE<br>Código: 311.04.004<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra 35mm Codo 9 Cierre Suave Clip 3D | Herrajes Darío;Bisagra 35mm Codo 9 Cierre Suave Clip 3D marca HAFELE. Código 311.04.004. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1T1162gFly2US5SyeZn0keiKCddVMDSzi;biscsc9.jpg
bisagra-35mm-codo-18-cierre-suave-clip-3d-311-04-005;Bisagra 35mm Codo 18 Cierre Suave Clip 3D;Bisagras;;;;;;;4200.00;;;;;;;311.04.005;;SI;NO;Marca: HAFELE<br>Código: 311.04.005<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra 35mm Codo 18 Cierre Suave Clip 3D | Herrajes Darío;Bisagra 35mm Codo 18 Cierre Suave Clip 3D marca HAFELE. Código 311.04.005. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1cuDMowofrihpjFhrR6GyXY8_QbRZmJ6P;biscs18.jpg
bisagra-de-35mm-codo-0-sin-resorte-c-base-3d-311-60-918;Bisagra de 35mm Codo 0 Sin Resorte C/ base 3D;Bisagras;;;;;;;2257.50;;;;;;;311.60.918;;SI;NO;Marca: HAFELE<br>Código: 311.60.918<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra de 35mm Codo 0 Sin Resorte C/ base 3D | Herrajes Darío;Bisagra de 35mm Codo 0 Sin Resorte C/ base 3D marca HAFELE. Código 311.60.918. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1a457ZEPAknQOuZ19sWvRUBjOjA8wrt4O;Bispush0.jpg
bisagra-de-35mm-codo-9-sin-resorte-c-base-3d-311-60-917;Bisagra de 35mm Codo 9 Sin Resorte C/ base 3D;Bisagras;;;;;;;2467.50;;;;;;;311.60.917;;SI;NO;Marca: HAFELE<br>Código: 311.60.917<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra de 35mm Codo 9 Sin Resorte C/ base 3D | Herrajes Darío;Bisagra de 35mm Codo 9 Sin Resorte C/ base 3D marca HAFELE. Código 311.60.917. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1rVwgGNz0TH3yyU9Hk0j_dHSFWR6Hk-xh;Bispush9.jpg
bisagra-de-35mm-codo-18-sin-resorte-c-base-3d-311-60-916;Bisagra de 35mm Codo 18 Sin Resorte C/ base 3D;Bisagras;;;;;;;2467.50;;;;;;;311.60.916;;SI;NO;Marca: HAFELE<br>Código: 311.60.916<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra de 35mm Codo 18 Sin Resorte C/ base 3D | Herrajes Darío;Bisagra de 35mm Codo 18 Sin Resorte C/ base 3D marca HAFELE. Código 311.60.916. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1PEHMKznWK_0HhCKGgnAbNoqYyNs-Gwra;Bispush18.jpg
bisagra-rinconera-intermedia-135-c-base-3d-311-66-602;Bisagra Rinconera Intermedia 135° C/ base 3D;Bisagras;;;;;;;3990.00;;;;;;;311.66.602;;SI;NO;Marca: HAFELE<br>Código: 311.66.602<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra Rinconera Intermedia 135° C/ base 3D | Herrajes Darío;Bisagra Rinconera Intermedia 135° C/ base 3D marca HAFELE. Código 311.66.602. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1ALm2GzYlA1M6LliLl2MTJ9HdCwnqS9tL;bisrinconera.jpg
bisagra-rinconera-175-cierre-suave-c-base-3d-311-63-731;Bisagra Rinconera 175° Cierre Suave C/ base 3D;Bisagras;;;;;;;10290.00;;;;;;;311.63.731;;SI;NO;Marca: HAFELE<br>Código: 311.63.731<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra Rinconera 175° Cierre Suave C/ base 3D | Herrajes Darío;Bisagra Rinconera 175° Cierre Suave C/ base 3D marca HAFELE. Código 311.63.731. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1ALm2GzYlA1M6LliLl2MTJ9HdCwnqS9tL;bisrinconera.jpg
bisagra-rinconera-175-c-base-3d-311-63-740;Bisagra Rinconera 175° C/base 3D;Bisagras;;;;;;;5145.00;;;;;;;311.63.740;;SI;NO;Marca: HAFELE<br>Código: 311.63.740<br>Producto disponible en Herrajes Darío.;HAFELE;Bisagra Rinconera 175° C/base 3D | Herrajes Darío;Bisagra Rinconera 175° C/base 3D marca HAFELE. Código 311.63.740. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1ALm2GzYlA1M6LliLl2MTJ9HdCwnqS9tL;bisrinconera.jpg
base-bisagra-3d-311-70-610;Base Bisagra 3D;Bisagras;;;;;;;682.50;;;;;;;311.70.610;;SI;NO;Marca: HAFELE<br>Código: 311.70.610<br>Producto disponible en Herrajes Darío.;HAFELE;Base Bisagra 3D | Herrajes Darío;Base Bisagra 3D marca HAFELE. Código 311.70.610. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1j9N8kX9Bo_0LgAiTXC1TDB4j2YKIxePI;base3d.jpg
cano-oval-cromado-liso-x-3-mts-co-10;Caño Oval Cromado Liso x 3 mts;Accesorios de Placard;;;;;;;5250.00;;;;;;;CO-10;;SI;NO;Marca: BRONZEN<br>Código: CO-10<br>Producto disponible en Herrajes Darío.;BRONZEN;Caño Oval Cromado Liso x 3 mts | Herrajes Darío;Caño Oval Cromado Liso x 3 mts marca BRONZEN. Código CO-10. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1wnINfzfNzRlZDhJMBbLSBnALrJ7CyvUT;CO10.jpg
soporte-lateral-p-cano-oval-f-1;Soporte Lateral P/ Caño Oval;Accesorios de Placard;;;;;;;157.50;;;;;;;F-1;;SI;NO;Marca: BRONZEN<br>Código: F-1<br>Producto disponible en Herrajes Darío.;BRONZEN;Soporte Lateral P/ Caño Oval | Herrajes Darío;Soporte Lateral P/ Caño Oval marca BRONZEN. Código F-1. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;;
soporte-central-p-cano-oval-f-5;Soporte Central P/ Caño Oval;Accesorios de Placard;;;;;;;577.50;;;;;;;F-5;;SI;NO;Marca: BRONZEN<br>Código: F-5<br>Producto disponible en Herrajes Darío.;BRONZEN;Soporte Central P/ Caño Oval | Herrajes Darío;Soporte Central P/ Caño Oval marca BRONZEN. Código F-5. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1jWtTA8OksfJ0Zb5zGrU30c408dSMcvbi;f5.jpg
cano-oval-negro-liso-x-3-mts-co-10-n;Caño Oval Negro Liso x 3 mts;Accesorios de Placard;;;;;;;8610.00;;;;;;;CO-10-N;;SI;NO;Marca: BRONZEN<br>Código: CO-10-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Caño Oval Negro Liso x 3 mts | Herrajes Darío;Caño Oval Negro Liso x 3 mts marca BRONZEN. Código CO-10-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1E05J4dBDqJIhiIbrh1A6g9F2QP-L9CwY;CO10N.jpg
soporte-central-p-cano-oval-negro-f-5-n;Soporte Central P/ Caño Oval Negro;Accesorios de Placard;;;;;;;735.00;;;;;;;F-5-N;;SI;NO;Marca: BRONZEN<br>Código: F-5-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Soporte Central P/ Caño Oval Negro | Herrajes Darío;Soporte Central P/ Caño Oval Negro marca BRONZEN. Código F-5-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=1Ac7uXE1GOCZbuwnY1QweyZ5CMFHnFRq_;f5n.jpg
cano-oval-anodizado-x-3-mts-ovo;Caño Oval Anodizado x 3 mts;Accesorios de Placard;;;;;;;11760.00;;;;;;;OVO;;SI;NO;Marca: Grupo Euro<br>Código: OVO<br>Producto disponible en Herrajes Darío.;Grupo Euro;Caño Oval Anodizado x 3 mts | Herrajes Darío;Caño Oval Anodizado x 3 mts marca Grupo Euro. Código OVO. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;;
