Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Imagen;Archivo imagen asignado
telescopica-reforzada-550mm-cierre-suave-zincada-brz-2155-z;Telescopica Reforzada 550mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;10080.00;;;;;;;BRZ-2155-Z;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2155-Z<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 550mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 550mm Cierre Suave Zincada marca BRONZEN. Código BRZ-2155-Z. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
telescopica-reforzada-550mm-cierre-suave-negra-brz-2155-n;Telescopica Reforzada 550mm Cierre Suave Negra;Correderas para Muebles;;;;;;;10080.00;;;;;;;BRZ-2155-N;;SI;NO;Marca: BRONZEN<br>Código: BRZ-2155-N<br>Producto disponible en Herrajes Darío.;BRONZEN;Telescopica Reforzada 550mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 550mm Cierre Suave Negra marca BRONZEN. Código BRZ-2155-N. Consultá disponibilidad en Herrajes Darío.;BRONZEN;SI;;;;;https://drive.google.com/uc?export=view&id=14G7i_c74bCZiLnZpINyIDYLkkHXowWzZ;esqtlcs.jpg
telescopica-reforzada-250mm-zincada-494-02-360;Telescopica Reforzada 250mm Zincada;Correderas para Muebles;;;;;;;6867.00;;;;;;;494.02.360;;SI;NO;Marca: HAFELE<br>Código: 494.02.360<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 250mm Zincada | Herrajes Darío;Telescopica Reforzada 250mm Zincada marca HAFELE. Código 494.02.360. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-250mm-negra-494-02-370;Telescopica Reforzada 250mm Negra;Correderas para Muebles;;;;;;;6867.00;;;;;;;494.02.370;;SI;NO;Marca: HAFELE<br>Código: 494.02.370<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 250mm Negra | Herrajes Darío;Telescopica Reforzada 250mm Negra marca HAFELE. Código 494.02.370. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-300mm-zincada-494-02-361;Telescopica Reforzada 300mm Zincada;Correderas para Muebles;;;;;;;8137.50;;;;;;;494.02.361;;SI;NO;Marca: HAFELE<br>Código: 494.02.361<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 300mm Zincada | Herrajes Darío;Telescopica Reforzada 300mm Zincada marca HAFELE. Código 494.02.361. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-300mm-negra-494-02-371;Telescopica Reforzada 300mm Negra;Correderas para Muebles;;;;;;;8137.50;;;;;;;494.02.371;;SI;NO;Marca: HAFELE<br>Código: 494.02.371<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 300mm Negra | Herrajes Darío;Telescopica Reforzada 300mm Negra marca HAFELE. Código 494.02.371. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-350mm-zincada-494-02-362;Telescopica Reforzada 350mm Zincada;Correderas para Muebles;;;;;;;9397.50;;;;;;;494.02.362;;SI;NO;Marca: HAFELE<br>Código: 494.02.362<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 350mm Zincada | Herrajes Darío;Telescopica Reforzada 350mm Zincada marca HAFELE. Código 494.02.362. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-350mm-negra-494-02-372;Telescopica Reforzada 350mm Negra;Correderas para Muebles;;;;;;;9397.50;;;;;;;494.02.372;;SI;NO;Marca: HAFELE<br>Código: 494.02.372<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 350mm Negra | Herrajes Darío;Telescopica Reforzada 350mm Negra marca HAFELE. Código 494.02.372. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-400mm-zincada-494-02-363;Telescopica Reforzada 400mm Zincada;Correderas para Muebles;;;;;;;10605.00;;;;;;;494.02.363;;SI;NO;Marca: HAFELE<br>Código: 494.02.363<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 400mm Zincada | Herrajes Darío;Telescopica Reforzada 400mm Zincada marca HAFELE. Código 494.02.363. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-400mm-negra-494-02-373;Telescopica Reforzada 400mm Negra;Correderas para Muebles;;;;;;;10605.00;;;;;;;494.02.373;;SI;NO;Marca: HAFELE<br>Código: 494.02.373<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 400mm Negra | Herrajes Darío;Telescopica Reforzada 400mm Negra marca HAFELE. Código 494.02.373. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-450mm-zincada-494-02-364;Telescopica Reforzada 450mm Zincada;Correderas para Muebles;;;;;;;11865.00;;;;;;;494.02.364;;SI;NO;Marca: HAFELE<br>Código: 494.02.364<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 450mm Zincada | Herrajes Darío;Telescopica Reforzada 450mm Zincada marca HAFELE. Código 494.02.364. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-450mm-negra-494-02-374;Telescopica Reforzada 450mm Negra;Correderas para Muebles;;;;;;;11865.00;;;;;;;494.02.374;;SI;NO;Marca: HAFELE<br>Código: 494.02.374<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 450mm Negra | Herrajes Darío;Telescopica Reforzada 450mm Negra marca HAFELE. Código 494.02.374. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-500mm-zincada-494-02-365;Telescopica Reforzada 500mm Zincada;Correderas para Muebles;;;;;;;12705.00;;;;;;;494.02.365;;SI;NO;Marca: HAFELE<br>Código: 494.02.365<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 500mm Zincada | Herrajes Darío;Telescopica Reforzada 500mm Zincada marca HAFELE. Código 494.02.365. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-500mm-negra-494-02-375;Telescopica Reforzada 500mm Negra;Correderas para Muebles;;;;;;;12705.00;;;;;;;494.02.375;;SI;NO;Marca: HAFELE<br>Código: 494.02.375<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 500mm Negra | Herrajes Darío;Telescopica Reforzada 500mm Negra marca HAFELE. Código 494.02.375. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-550mm-zincada-494-02-366;Telescopica Reforzada 550mm Zincada;Correderas para Muebles;;;;;;;13912.50;;;;;;;494.02.366;;SI;NO;Marca: HAFELE<br>Código: 494.02.366<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 550mm Zincada | Herrajes Darío;Telescopica Reforzada 550mm Zincada marca HAFELE. Código 494.02.366. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-550mm-negra-494-02-376;Telescopica Reforzada 550mm Negra;Correderas para Muebles;;;;;;;13912.50;;;;;;;494.02.376;;SI;NO;Marca: HAFELE<br>Código: 494.02.376<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 550mm Negra | Herrajes Darío;Telescopica Reforzada 550mm Negra marca HAFELE. Código 494.02.376. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-600mm-zincada-494-02-367;Telescopica Reforzada 600mm Zincada;Correderas para Muebles;;;;;;;15120.00;;;;;;;494.02.367;;SI;NO;Marca: HAFELE<br>Código: 494.02.367<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 600mm Zincada | Herrajes Darío;Telescopica Reforzada 600mm Zincada marca HAFELE. Código 494.02.367. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v2KV6hyn87UrqCs9FfDGp2NY2697fHM6;tlhafele.jpg
telescopica-reforzada-600mm-negra-494-02-377;Telescopica Reforzada 600mm Negra;Correderas para Muebles;;;;;;;15120.00;;;;;;;494.02.377;;SI;NO;Marca: HAFELE<br>Código: 494.02.377<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 600mm Negra | Herrajes Darío;Telescopica Reforzada 600mm Negra marca HAFELE. Código 494.02.377. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1h8FRuHBahbBnMx00BdZIfUluqgwMLUiD;tlhafele1.jpg
telescopica-reforzada-300mm-cierre-suave-zincada-494-02-061;Telescopica Reforzada 300mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;14437.50;;;;;;;494.02.061;;SI;NO;Marca: HAFELE<br>Código: 494.02.061<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 300mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 300mm Cierre Suave Zincada marca HAFELE. Código 494.02.061. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-300mm-cierre-suave-negra-494-02-071;Telescopica Reforzada 300mm Cierre Suave Negra;Correderas para Muebles;;;;;;;14437.50;;;;;;;494.02.071;;SI;NO;Marca: HAFELE<br>Código: 494.02.071<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 300mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 300mm Cierre Suave Negra marca HAFELE. Código 494.02.071. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-350mm-cierre-suave-zincada-494-02-062;Telescopica Reforzada 350mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;15907.50;;;;;;;494.02.062;;SI;NO;Marca: HAFELE<br>Código: 494.02.062<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 350mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 350mm Cierre Suave Zincada marca HAFELE. Código 494.02.062. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-350mm-cierre-suave-negra-494-02-072;Telescopica Reforzada 350mm Cierre Suave Negra;Correderas para Muebles;;;;;;;15907.50;;;;;;;494.02.072;;SI;NO;Marca: HAFELE<br>Código: 494.02.072<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 350mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 350mm Cierre Suave Negra marca HAFELE. Código 494.02.072. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-400mm-cierre-suave-zincada-494-02-063;Telescopica Reforzada 400mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;17325.00;;;;;;;494.02.063;;SI;NO;Marca: HAFELE<br>Código: 494.02.063<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 400mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 400mm Cierre Suave Zincada marca HAFELE. Código 494.02.063. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-400mm-cierre-suave-negra-494-02-073;Telescopica Reforzada 400mm Cierre Suave Negra;Correderas para Muebles;;;;;;;17325.00;;;;;;;494.02.073;;SI;NO;Marca: HAFELE<br>Código: 494.02.073<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 400mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 400mm Cierre Suave Negra marca HAFELE. Código 494.02.073. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-450mm-cierre-suave-zincada-494-02-064;Telescopica Reforzada 450mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;18795.00;;;;;;;494.02.064;;SI;NO;Marca: HAFELE<br>Código: 494.02.064<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 450mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 450mm Cierre Suave Zincada marca HAFELE. Código 494.02.064. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-450mm-cierre-suave-negra-494-02-074;Telescopica Reforzada 450mm Cierre Suave Negra;Correderas para Muebles;;;;;;;18795.00;;;;;;;494.02.074;;SI;NO;Marca: HAFELE<br>Código: 494.02.074<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 450mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 450mm Cierre Suave Negra marca HAFELE. Código 494.02.074. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-500mm-cierre-suave-zincada-494-02-065;Telescopica Reforzada 500mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;20160.00;;;;;;;494.02.065;;SI;NO;Marca: HAFELE<br>Código: 494.02.065<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 500mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 500mm Cierre Suave Zincada marca HAFELE. Código 494.02.065. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-500mm-cierre-suave-negra-494-02-075;Telescopica Reforzada 500mm Cierre Suave Negra;Correderas para Muebles;;;;;;;20160.00;;;;;;;494.02.075;;SI;NO;Marca: HAFELE<br>Código: 494.02.075<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 500mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 500mm Cierre Suave Negra marca HAFELE. Código 494.02.075. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-550mm-cierre-suave-zincada-494-02-066;Telescopica Reforzada 550mm Cierre Suave Zincada;Correderas para Muebles;;;;;;;21577.50;;;;;;;494.02.066;;SI;NO;Marca: HAFELE<br>Código: 494.02.066<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 550mm Cierre Suave Zincada | Herrajes Darío;Telescopica Reforzada 550mm Cierre Suave Zincada marca HAFELE. Código 494.02.066. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-550mm-cierre-suave-negra-494-02-076;Telescopica Reforzada 550mm Cierre Suave Negra;Correderas para Muebles;;;;;;;21577.50;;;;;;;494.02.076;;SI;NO;Marca: HAFELE<br>Código: 494.02.076<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 550mm Cierre Suave Negra | Herrajes Darío;Telescopica Reforzada 550mm Cierre Suave Negra marca HAFELE. Código 494.02.076. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1v31A0LycCBCx3Y6RgMiFHNjHg25WoMT6;tlcs.jpg
telescopica-reforzada-300mm-push-open-zincada-494-02-081;Telescopica Reforzada 300mm Push Open Zincada;Correderas para Muebles;;;;;;;12600.00;;;;;;;494.02.081;;SI;NO;Marca: HAFELE<br>Código: 494.02.081<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 300mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 300mm Push Open Zincada marca HAFELE. Código 494.02.081. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-300mm-push-open-negra-494-02-091;Telescopica Reforzada 300mm Push Open Negra;Correderas para Muebles;;;;;;;12600.00;;;;;;;494.02.091;;SI;NO;Marca: HAFELE<br>Código: 494.02.091<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 300mm Push Open Negra | Herrajes Darío;Telescopica Reforzada 300mm Push Open Negra marca HAFELE. Código 494.02.091. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-350mm-push-open-zincada-494-02-082;Telescopica Reforzada 350mm Push Open Zincada;Correderas para Muebles;;;;;;;14175.00;;;;;;;494.02.082;;SI;NO;Marca: HAFELE<br>Código: 494.02.082<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 350mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 350mm Push Open Zincada marca HAFELE. Código 494.02.082. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-350mm-push-open-negra-494-02-092;Telescopica Reforzada 350mm Push Open Negra;Correderas para Muebles;;;;;;;14175.00;;;;;;;494.02.092;;SI;NO;Marca: HAFELE<br>Código: 494.02.092<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 350mm Push Open Negra | Herrajes Darío;Telescopica Reforzada 350mm Push Open Negra marca HAFELE. Código 494.02.092. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-400mm-push-open-zincada-494-02-083;Telescopica Reforzada 400mm Push Open Zincada;Correderas para Muebles;;;;;;;15750.00;;;;;;;494.02.083;;SI;NO;Marca: HAFELE<br>Código: 494.02.083<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 400mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 400mm Push Open Zincada marca HAFELE. Código 494.02.083. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-400mm-push-open-negra-494-02-093;Telescopica Reforzada 400mm Push Open Negra;Correderas para Muebles;;;;;;;15750.00;;;;;;;494.02.093;;SI;NO;Marca: HAFELE<br>Código: 494.02.093<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 400mm Push Open Negra | Herrajes Darío;Telescopica Reforzada 400mm Push Open Negra marca HAFELE. Código 494.02.093. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-450mm-push-open-zincada-494-02-084;Telescopica Reforzada 450mm Push Open Zincada;Correderas para Muebles;;;;;;;17167.50;;;;;;;494.02.084;;SI;NO;Marca: HAFELE<br>Código: 494.02.084<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 450mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 450mm Push Open Zincada marca HAFELE. Código 494.02.084. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-450mm-push-open-negra-494-02-094;Telescopica Reforzada 450mm Push Open Negra;Correderas para Muebles;;;;;;;17167.50;;;;;;;494.02.094;;SI;NO;Marca: HAFELE<br>Código: 494.02.094<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 450mm Push Open Negra | Herrajes Darío;Telescopica Reforzada 450mm Push Open Negra marca HAFELE. Código 494.02.094. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-500mm-push-open-zincada-494-02-085;Telescopica Reforzada 500mm Push Open Zincada;Correderas para Muebles;;;;;;;18690.00;;;;;;;494.02.085;;SI;NO;Marca: HAFELE<br>Código: 494.02.085<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 500mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 500mm Push Open Zincada marca HAFELE. Código 494.02.085. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-500mm-push-open-negra-494-02-095;Telescopica Reforzada 500mm Push Open Negra;Correderas para Muebles;;;;;;;18690.00;;;;;;;494.02.095;;SI;NO;Marca: HAFELE<br>Código: 494.02.095<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 500mm Push Open Negra | Herrajes Darío;Telescopica Reforzada 500mm Push Open Negra marca HAFELE. Código 494.02.095. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-550mm-push-open-zincada-494-02-086;Telescopica Reforzada 550mm Push Open Zincada;Correderas para Muebles;;;;;;;20265.00;;;;;;;494.02.086;;SI;NO;Marca: HAFELE<br>Código: 494.02.086<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 550mm Push Open Zincada | Herrajes Darío;Telescopica Reforzada 550mm Push Open Zincada marca HAFELE. Código 494.02.086. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
telescopica-reforzada-550mm-push-open-negra-494-02-096;Telescopica Reforzada 550mm Push Open Negra;Correderas para Muebles;;;;;;;20265.00;;;;;;;494.02.096;;SI;NO;Marca: HAFELE<br>Código: 494.02.096<br>Producto disponible en Herrajes Darío.;HAFELE;Telescopica Reforzada 550mm Push Open Negra | Herrajes Darío;Telescopica Reforzada 550mm Push Open Negra marca HAFELE. Código 494.02.096. Consultá disponibilidad en Herrajes Darío.;HAFELE;SI;;;;;https://drive.google.com/uc?export=view&id=1x_gNyvINgh8H8leQHx-8CVUWva_Vfdmb;tlpush.jpg
bisagra-de-35mm-codo-0-bcc0;Bisagra de 35mm Codo 0;Bisagras;;;;;;;588.00;;;;;;;BCC0;;SI;NO;Marca: Grupo Euro<br>Código: BCC0<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 0 | Herrajes Darío;Bisagra de 35mm Codo 0 marca Grupo Euro. Código BCC0. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=10dcwZzUTKChyExtmqp7LOdrhIaAnHbkJ;BCC0.jpg
bisagra-de-35mm-codo-9-bcc9;Bisagra de 35mm Codo 9;Bisagras;;;;;;;588.00;;;;;;;BCC9;;SI;NO;Marca: Grupo Euro<br>Código: BCC9<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 9 | Herrajes Darío;Bisagra de 35mm Codo 9 marca Grupo Euro. Código BCC9. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1AVDJR5vKauMx_FSNpufgPpXREBzUHpqX;BCC9.jpg
bisagra-de-35mm-codo-18-bcc18;Bisagra de 35mm Codo 18;Bisagras;;;;;;;588.00;;;;;;;BCC18;;SI;NO;Marca: Grupo Euro<br>Código: BCC18<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 18 | Herrajes Darío;Bisagra de 35mm Codo 18 marca Grupo Euro. Código BCC18. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1gfh5YWnUrQghX3KLUJxFW4uSaBBS0okI;BCC18.jpg
bisagra-de-35mm-codo-0-cierre-suave-clip-eco-99gr-bcs0;Bisagra de 35mm Codo 0 Cierre Suave Clip Eco 99gr;Bisagras;;;;;;;1470.00;;;;;;;BCS0;;SI;NO;Marca: Grupo Euro<br>Código: BCS0<br>Producto disponible en Herrajes Darío.;Grupo Euro;Bisagra de 35mm Codo 0 Cierre Suave Clip Eco 99gr | Herrajes Darío;Bisagra de 35mm Codo 0 Cierre Suave Clip Eco 99gr marca Grupo Euro. Código BCS0. Consultá disponibilidad en Herrajes Darío.;Grupo Euro;SI;;;;;https://drive.google.com/uc?export=view&id=1HrkfKJdQhcbLK6lLbbDqJ_804-k73bKR;BCS0-scaled.jpg
